item_type,song_name,song_duration_ms,artists,album_name,release_date,song_preview_url,song_url,popularity,genre
track,Stan,404106,"Dido, Eminem",The Marshall Mathers LP,2000,,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz,84,hip-hop
track,goosebumps,243836,Travis Scott,Birds In The Trap Sing McKnight,2016,https://p.scdn.co/mp3-preview/5c45fee2743d39984ed2c1e2493d04a42d626f81?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,84,hip-hop
track,rockstar (feat. 21 Savage),218146,"21 Savage, Post Malone",beerbongs & bentleys,2018,,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,84,hip-hop
track,Still D.R.E.,270586,"Dr. Dre, Snoop Dogg",2001,1999,,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep,83,hip-hop
track,Pure Cocaine,154023,Lil Baby,Street Gossip,2018,,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,82,hip-hop
track,Dior,216386,Pop Smoke,Meet The Woo,2019,,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,82,hip-hop
track,Empire State Of Mind,276920,"Alicia Keys, JAY-Z",The Blueprint 3,2009,,https://open.spotify.com/track/2igwFfvr1OAGX9SKDCPBwO,82,hip-hop
track,It Was A Good Day,260000,Ice Cube,The Predator,1992,,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,82,hip-hop
track,Ms. Jackson,270506,Outkast,Stankonia,2000,https://p.scdn.co/mp3-preview/06f8cc47c72dae9e9a66081b4dc912e9d9b430a9?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,82,hip-hop
track,Hate It Or Love It,206400,"50 Cent, The Game",The Documentary,2005,,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R,82,hip-hop
track,SICKO MODE,312820,Travis Scott,ASTROWORLD,2018,https://p.scdn.co/mp3-preview/8229545ded5cacf393f62b17af653dfc8171fc85?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,82,hip-hop
track,Yes Indeed,142273,"Drake, Lil Baby",Harder Than Ever,2018,,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,82,hip-hop
track,Unforgettable,233901,"French Montana, Swae Lee",Jungle Rules,2017,https://p.scdn.co/mp3-preview/f8d5e3c37feb980e60cac2df4256250d4b5cf5b5?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,82,hip-hop
track,XO Tour Llif3,182706,Lil Uzi Vert,Luv Is Rage 2,2017,https://p.scdn.co/mp3-preview/115d957b81400862451425d9591dfa938da476da?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,82,hip-hop
track,The Box,196652,Roddy Ricch,Please Excuse Me for Being Antisocial,2019,https://p.scdn.co/mp3-preview/6306fda4df77cbcaf47c8b9fa3575ce457504c9c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,82,hip-hop
track,Love Sosa,246213,Chief Keef,Finally Rich,2012,,https://open.spotify.com/track/01Lr5YepbgjXAWR9iOEyH1,81,hip-hop
track,HONEST,172672,Baby Keem,DIE FOR MY BITCH,2019,https://p.scdn.co/mp3-preview/d97fc527cfad8f68b21f1c3f6e786897dd2b393d?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/58k32my5lKofeZRtIvBDg9,81,hip-hop
track,Hypnotize - 2014 Remaster,229826,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),1997,https://p.scdn.co/mp3-preview/6aa2483fe9ac2dae624a1a88952aa24bb5c2414e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,81,hip-hop
track,Ballin' (with Roddy Ricch),180434,"Mustard, Roddy Ricch",Perfect Ten,2019,,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,81,hip-hop
track,Praise The Lord (Da Shine) (feat. Skepta),205040,"A$AP Rocky, Skepta",TESTING,2018,https://p.scdn.co/mp3-preview/ba69e5d1385c353090c2c6c30d398501e611315d?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,81,hip-hop
track,Sunflower - Spider-Man: Into the Spider-Verse,157560,"Post Malone, Swae Lee",Hollywood's Bleeding,2019,,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,81,hip-hop
track,The Next Episode,161506,"Dr. Dre, Snoop Dogg",2001,1999,,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC,81,hip-hop
track,Forgot About Dre,222293,"Dr. Dre, Eminem",2001,1999,,https://open.spotify.com/track/7iXF2W9vKmDoGAhlHdpyIa,80,hip-hop
track,Candy Shop,209106,"50 Cent, Olivia",The Massacre,2005,,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,80,hip-hop
track,Alright,219333,Kendrick Lamar,To Pimp A Butterfly,2015,,https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs,80,hip-hop
track,You Know How We Do It,232773,Ice Cube,Lethal Injection,1993,,https://open.spotify.com/track/2Ih217RCGAmyQR68Nn7Cqo,79,hip-hop
track,No Idea,154424,Don Toliver,Heaven Or Hell,2020,https://p.scdn.co/mp3-preview/3f83928fb66c8e92a3d5da85d914de54cf20658e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,79,hip-hop
track,Gold Digger,207626,"Jamie Foxx, Kanye West",Late Registration,2005,,https://open.spotify.com/track/1PS1QMdUqOal0ai3Gt7sDQ,79,hip-hop
track,Going Bad (feat. Drake),180522,"Drake, Meek Mill",Championships,2018,https://p.scdn.co/mp3-preview/d99e58e0b5eed07a7fb99f29838dbfdd08178093?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,79,hip-hop
track,BUTTERFLY EFFECT,190557,Travis Scott,ASTROWORLD,2018,https://p.scdn.co/mp3-preview/68cba40a7199c972c7a2ad0df063c4d1f5e3dc73?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2cYqizR4lgvp4Qu6IQ3qGN,79,hip-hop
track,Ambitionz Az A Ridah,278386,2Pac,All Eyez On Me,1996,,https://open.spotify.com/track/5g9lS8deSIxItFBmZRC4vN,79,hip-hop
track,Nice For What,210746,Drake,Scorpion,2018,,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,78,hip-hop
track,My Shit,128156,A Boogie Wit da Hoodie,Artist,2016,https://p.scdn.co/mp3-preview/45655624341656d3375dbed1ea1b1546d59388f5?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw,78,hip-hop
track,Bank Account,220306,21 Savage,Issa Album,2017,https://p.scdn.co/mp3-preview/35e50885ea3c7a1fc34adc245d3600d9f2156bb6?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s,78,hip-hop
track,Nonstop,238614,Drake,Scorpion,2018,,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,78,hip-hop
track,changes,121886,XXXTENTACION,?,2018,,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,78,hip-hop
track,"Nuthin' But A ""G"" Thang",237573,"Dr. Dre, Snoop Dogg",The Chronic,1992,,https://open.spotify.com/track/5Tbpp3OLLClPJF8t1DmrFD,78,hip-hop
track,Killing Me Softly With His Song,298773,"Fugees, Ms. Lauryn Hill",The Score (Expanded Edition),1996,https://p.scdn.co/mp3-preview/63ba38c018c61519e68715aa003f4c72374d65b5?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0Q0IVlqMV64kNLlwjPj0Hl,77,hip-hop
track,Best I Ever Had,257690,Drake,So Far Gone,2009,,https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs,77,hip-hop
track,Can't Tell Me Nothing,271600,Kanye West,Graduation,2007,,https://open.spotify.com/track/0mEdbdeRFQwBhN4xfyIeUM,77,hip-hop
track,All Eyez On Me (ft. Big Syke),307773,"2Pac, Big Syke",All Eyez On Me,1996,,https://open.spotify.com/track/4VQNCzfZ3MdHEwwErNXpBo,77,hip-hop
track,Look Back at It,179449,A Boogie Wit da Hoodie,Hoodie SZN,2018,https://p.scdn.co/mp3-preview/f2e60f4404785f1bdc8722f5315801dfb7aef2c6?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,77,hip-hop
track,Money In The Grave (Drake ft. Rick Ross),205426,"Drake, Rick Ross",The Best In The World Pack,2019,,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,77,hip-hop
track,OUT WEST (feat. Young Thug),157712,"JACKBOYS, Travis Scott, Young Thug",JACKBOYS,2019,https://p.scdn.co/mp3-preview/63aafaebdbc7655a5c1630cd848b3b82378900a2?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,77,hip-hop
track,Pop Out (feat. Lil Tjay),166560,"Lil Tjay, Polo G",Die A Legend,2019,https://p.scdn.co/mp3-preview/48e0af5e57feb139e0f3bfaf6ccaf87b5f9475ab?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,77,hip-hop
track,Hot In Herre,228240,Nelly,Nellyville,2002,,https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY,76,hip-hop
track,1400 / 999 Freestyle,175954,"Juice WRLD, Trippie Redd",A Love Letter To You 3,2018,,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R,76,hip-hop
track,Baby (Lil Baby feat. DaBaby),142417,"DaBaby, Lil Baby, Quality Control",Quality Control: Control The Streets Volume 2,2019,,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,76,hip-hop
track,Beautiful Day (Thank You for Sunshine),110070,"Jermaine Edwards, Prinz, Rushawn",Beautiful Day (Thank You for Sunshine),2023,https://p.scdn.co/mp3-preview/8f2cd5aeb4a2dfc44b846a13b7ec92fc3856250c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1wNlxeNoKgMK3pAuZCHDcJ,76,hip-hop
track,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",252186,"Buddha Monk, Inspectah Deck, Method Man, Raekwon, Wu-Tang Clan",Enter The Wu-Tang (36 Chambers) [Expanded Edition],1993,https://p.scdn.co/mp3-preview/92861e4d39e8eb09f04d4add45fc5bdf551922d1?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/119c93MHjrDLJTApCVGpvx,76,hip-hop
track,Chill Bill (feat. J. Davi$ & Spooks),177184,"J Spooks, J. Davi$, Rob $tone",Chill Bill (feat. J. Davi$ & Spooks),2016,https://p.scdn.co/mp3-preview/2449fed0346a67a3590a5c9595ef7fa5b9210137?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,76,hip-hop
track,Crew (feat. Brent Faiyaz & Shy Glizzy),176702,"Brent Faiyaz, GoldLink, Shy Glizzy",At What Cost,2017,https://p.scdn.co/mp3-preview/43bbfb0a4ff1ce6999b044d67d513aac7273e5ee?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,76,hip-hop
track,Do Not Disturb,283550,Drake,More Life,2017,,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384,76,hip-hop
track,Drop It Like It's Hot,266066,"Pharrell Williams, Snoop Dogg",R&G (Rhythm & Gangsta): The Masterpiece,2004,,https://open.spotify.com/track/2NBQmPrOEEjA8VbeWOQGxO,76,hip-hop
track,Do For Love,281600,2Pac,R U Still Down? [Remember Me],1997,,https://open.spotify.com/track/4AE7Lj39VnSZNOmGH2iZaq,76,hip-hop
track,How We Do,235533,"50 Cent, The Game",The Documentary,2005,,https://open.spotify.com/track/4PmMVdIFpJTB9WQbmILf4p,76,hip-hop
track,Live Your Life,338853,"Rihanna, T.I.",Paper Trail,2008,https://p.scdn.co/mp3-preview/6a1aa87f10c203d249974f7dc1a64006ca5f6009?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3jlbL2OTD5YmIunYzgQTAN,76,hip-hop
track,Me & You,187034,Central Cee,Me & You,2023,https://p.scdn.co/mp3-preview/56ed1c30f4087ee3f01b03c5ab7de8569e0ffe27?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/12Us8e6NFesdkXKf4StU1I,76,hip-hop
track,My Name Is,268400,Eminem,The Slim Shady LP,1999,,https://open.spotify.com/track/75IN3CtuZwTHTnZvYM4qnJ,76,hip-hop
track,No Hands (feat. Roscoe Dash & Wale),263773,"Roscoe Dash, Waka Flocka Flame, Wale",Flockaveli,2010,https://p.scdn.co/mp3-preview/862ad595b0c10e822e3cb283e459060919c8ca52?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/03tqyYWC9Um2ZqU0ZN849H,76,hip-hop
track,"Shook Ones, Pt. II",325506,Mobb Deep,The Infamous,1995,https://p.scdn.co/mp3-preview/a652d49e8093528e7a3f57f86ce329137ccd07db?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/33ZXjLCpiINn8eQIDYEPTD,76,hip-hop
track,Stir Fry,190288,Migos,Culture II,2018,,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,76,hip-hop
track,ZEZE (feat. Travis Scott & Offset),228759,"Kodak Black, Offset, Travis Scott",Dying to Live,2018,https://p.scdn.co/mp3-preview/08f1dd44f568b292b28283d9da851c0625ef0075?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,76,hip-hop
track,In Da Club,193466,50 Cent,Get Rich Or Die Tryin',2003,,https://open.spotify.com/track/4RY96Asd9IefaL3X4LOLZ8,76,hip-hop
track,Let Me Blow Ya Mind,230133,"Eve, Gwen Stefani",Scorpion,2001,,https://open.spotify.com/track/3RmKpob8xzv1pzHEQrMJah,75,hip-hop
track,BOP,159714,DaBaby,KIRK,2019,,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,75,hip-hop
track,Crank That (Soulja Boy),221933,Soulja Boy,souljaboytellem.com,2007,,https://open.spotify.com/track/66TRwr5uJwPt15mfFkzhbi,75,hip-hop
track,Sure Thing,195373,Miguel,All I Want Is You,2010,https://p.scdn.co/mp3-preview/d337faa4bb71c8ac9a13998be64fbb0d7d8b8463?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV,92,r&b
track,Under The Influence,184613,Chris Brown,Indigo (Extended),2019,https://p.scdn.co/mp3-preview/52295df71df20e33e1510e3983975cd59f6664a4?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb,91,r&b
track,Die For You,260253,The Weeknd,Starboy,2016,,https://open.spotify.com/track/2Ch7LmS7r2Gy2kc64wv3Bz,87,r&b
track,Pink + White,184516,Frank Ocean,Blonde,2016,https://p.scdn.co/mp3-preview/0e3ca894e19c37cbbbd511d9eb682d8bee030126?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8,86,r&b
track,One Dance,173986,"Drake, Kyla, Wizkid",Views,2016,,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,86,r&b
track,Dark Red,173104,Steve Lacy,Dark Red,2017,https://p.scdn.co/mp3-preview/90b3855fd50a4c4878a2d5117ebe73f658a97285?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa,86,r&b
track,Umbrella,275986,"JAY-Z, Rihanna",Good Girl Gone Bad: Reloaded,2008,,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,85,r&b
track,Redbone,326933,Childish Gambino,"""Awaken, My Love!""",2016,https://p.scdn.co/mp3-preview/14918511e11a9e46fa170413821e5f89bd31872a?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0WtDGnWL2KrMCk0mI1Gpwz,84,r&b
track,Lost,234093,Frank Ocean,channel ORANGE,2012,,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,84,r&b
track,That's What I Like,206693,Bruno Mars,24K Magic,2016,https://p.scdn.co/mp3-preview/93046e987d8c5bfdbeea2768ac1a8ecea17bd7e0?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,84,r&b
track,Needed Me,191600,Rihanna,ANTI (Deluxe),2016,,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3,83,r&b
track,Don't,198293,Bryson Tiller,T R A P S O U L,2015,https://p.scdn.co/mp3-preview/f7e8de8a2a419c43ddf77af8572e6ad1e4cb64d4?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,83,r&b
track,Break from Toronto,99213,PARTYNEXTDOOR,PARTYNEXTDOOR,2013,https://p.scdn.co/mp3-preview/89f708c823dc7d3827d2f063b9075b51ec47f446?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5fEB6ZmVkg63GZg9qO86jh,83,r&b
track,Uptown Funk (feat. Bruno Mars),269666,"Bruno Mars, Mark Ronson",Uptown Special,2015,https://p.scdn.co/mp3-preview/3074e956e6794c0eadea660b9cef671db6b27234?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,82,r&b
track,Streets,226986,Doja Cat,Hot Pink,2019,https://p.scdn.co/mp3-preview/cfd56a96b447ee2982d1d6acefaea64992a9f44c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,82,r&b
track,Girl With The Tattoo Enter.lewd,102813,Miguel,All I Want Is You,2010,https://p.scdn.co/mp3-preview/8948f9e96105d4640c50e9be9f0bbff46cb130f6?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1eUGmzzvahJjOSWgDHuRlv,82,r&b
track,Bitch Better Have My Money,219305,Rihanna,Bitch Better Have My Money,2015,,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq,82,r&b
track,Broken Clocks,231253,SZA,Ctrl,2017,https://p.scdn.co/mp3-preview/31432e1f5ec59bd56c4dd83a5b6e5b468d4fbc2c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2fXwCWkh6YG5zU1IyvQrbs,80,r&b
track,Best Part (feat. H.E.R.),209831,"Daniel Caesar, H.E.R.",Freudian,2017,https://p.scdn.co/mp3-preview/c3c8ed8ba1546630a13ffb139b405800c121e10d?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,80,r&b
track,Get You (feat. Kali Uchis),278179,"Daniel Caesar, Kali Uchis",Freudian,2017,https://p.scdn.co/mp3-preview/50f8ebebe7de796d2519b203077d119e66a90ea3?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ,80,r&b
track,Novacane,302346,Frank Ocean,Novacane,2011,,https://open.spotify.com/track/4osgfFTICMkcGbbigdsa53,80,r&b
track,No Scrubs,214400,TLC,Fanmail,1999,https://p.scdn.co/mp3-preview/87c4c3435b531616e2d642009a18eb711f87be4e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,80,r&b
track,If I Ain't Got You,228706,Alicia Keys,The Diary Of Alicia Keys,2003,https://p.scdn.co/mp3-preview/2d1fd54c4a4147b43e1eb79c00380e36818a2546?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3XVBdLihbNbxUwZosxcGuJ,80,r&b
track,Trust,158420,Brent Faiyaz,Lost,2018,https://p.scdn.co/mp3-preview/a3a9cf6b425ac0a1acc1bd762a3455b25b798307?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR,79,r&b
track,No Guidance (feat. Drake),260640,"Chris Brown, Drake",Indigo,2019,https://p.scdn.co/mp3-preview/1b5fe75b6bfa48ebacdfe0ee11e8c548ee96e2f3?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,79,r&b
track,Love,255333,Keyshia Cole,The Way It Is,2005,,https://open.spotify.com/track/0W4NhJhcqKCqEP2GIpDCDq,79,r&b
track,Her Way,216630,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,2014,https://p.scdn.co/mp3-preview/aaf4660ba22a6ebeb742bd1424e1c3689c4dc318?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3JEJwjqLkg2Jbau5922CAb,79,r&b
track,Girls Need Love (with Drake) - Remix,222374,"Drake, Summer Walker",Last Day Of Summer,2018,,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,79,r&b
track,24K Magic,225983,Bruno Mars,24K Magic,2016,https://p.scdn.co/mp3-preview/3a76820d510fa5f84abb413e9d13815bcc86da0f?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,79,r&b
track,Hotline Bling,267066,Drake,Views,2016,,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,78,r&b
track,Awkward,178000,SZA,Ctrl (Deluxe),2022,https://p.scdn.co/mp3-preview/99a14fda9183d4890cd453bf9dd1d73cb2d541b9?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/2xZ0zfuDTv5LxLhEgD82PG,78,r&b
track,Could've Been (feat. Bryson Tiller),252746,"Bryson Tiller, H.E.R.",I Used To Know Her,2019,https://p.scdn.co/mp3-preview/3ea3f13a61edf4fe0ab2fee73669a14dd3d257d7?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6oEVnWKgPqIEPc53OYDNqG,78,r&b
track,Exchange,194613,Bryson Tiller,T R A P S O U L,2015,https://p.scdn.co/mp3-preview/5b6d7b159ec3ffc2c231621165eff5073e0459a5?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,78,r&b
track,Thinkin Bout You,200746,Frank Ocean,channel ORANGE,2012,,https://open.spotify.com/track/7DfFc7a6Rwfi3YQMRbDMau,78,r&b
track,Love Songs - Bonus,148640,Kaash Paige,Parked Car Convos,2019,,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,78,r&b
track,Some,118393,Steve Lacy,Some,2016,https://p.scdn.co/mp3-preview/a466cb9f6f92804a89a984aa05595604cc188a82?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/4riDfclV7kPDT9D58FpmHd,78,r&b
track,What You Heard,238242,Sonder,What You Heard,2019,https://p.scdn.co/mp3-preview/f28c5de26624f54ae0a2be9b56de0efc9a8add8c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/3a3dQOO19moXPeTt2PomoT,78,r&b
track,Deep,92093,Summer Walker,Last Day Of Summer,2018,,https://open.spotify.com/track/3LfHBTYZBTqmz43tvVXJBd,77,r&b
track,Location,219080,Khalid,American Teen,2017,https://p.scdn.co/mp3-preview/ed25b8c413329ab145c72c8bfce8b8558498299c?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,77,r&b
track,C U Girl,129697,Steve Lacy,C U Girl,2015,https://p.scdn.co/mp3-preview/fb7ab17acfd184b326d86f7a230bdb876928658e?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6FBzhcfgGacfXF3AmtfEaX,77,r&b
track,Infrunami,178328,Steve Lacy,The Lo-Fis,2020,https://p.scdn.co/mp3-preview/0c7eb70ed401ea4b8d43d35ddbf04d051571d679?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0f8eRy9A0n6zXpKSHSCAEp,77,r&b
track,Poison,212992,Brent Faiyaz,Poison,2016,https://p.scdn.co/mp3-preview/76811718496dc2fdad73ab21f527b3295b9c66f7?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5NijSs5dAwaIybq1GaRTIe,77,r&b
track,Love Galore (feat. Travis Scott),275080,"SZA, Travis Scott",Ctrl,2017,https://p.scdn.co/mp3-preview/e3f2a5f8e8910d69754b3d80abdeccac3df9077b?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,77,r&b
track,Say My Name,271333,Destiny's Child,The Writing's On The Wall,1999,https://p.scdn.co/mp3-preview/bca92030911d3ac5208813cb47fdc40f30537ab9?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk,77,r&b
track,No Diggity,304600,"Blackstreet, Dr. Dre, Queen Pen",Another Level,1996,,https://open.spotify.com/track/6MdqqkQ8sSC0WB4i8PyRuQ,77,r&b
track,Nights Like This (feat. Ty Dolla $ign),201787,"Kehlani, Ty Dolla $ign",While We Wait,2019,https://p.scdn.co/mp3-preview/603131313ab97576652b9c0769b2a68296d283ad?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,76,r&b
track,Belong to the City,98023,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,2014,https://p.scdn.co/mp3-preview/9b4f78e5fef73cda3168712d5ada9297723ec373?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5c3luoCub1Z1Gg74NdNtuq,76,r&b
track,Doo Wop (That Thing),320266,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,1998,https://p.scdn.co/mp3-preview/feb1c988c1940d63a3af836f2965f04177dc24c9?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/0uEp9E98JB5awlA084uaIg,76,r&b
track,Family Affair,265866,Mary J. Blige,No More Drama,2001,,https://open.spotify.com/track/3aw9iWUQ3VrPQltgwvN9Xu,76,r&b
track,Japanese Denim,270846,Daniel Caesar,Get You - Single,2016,https://p.scdn.co/mp3-preview/ee5340b8b4f71426681b2a59a5118fd14ea19b4f?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/1boXOL0ua7N2iCOUVI1p9F,76,r&b
track,Like a Tattoo,218000,Sade,Love Deluxe,1992,https://p.scdn.co/mp3-preview/df80b312eb69e0babe9fa528e39ac13f960eb5c5?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/4PEGwWH4tL6H7dGl4uVSPg,76,r&b
track,Right My Wrongs,249320,Bryson Tiller,T R A P S O U L,2015,https://p.scdn.co/mp3-preview/e43cc6158a831f160b4fae7ddfe26c62ac18a98b?cid=c17b2cc765cd4ad9b5353574849a4496,https://open.spotify.com/track/5rgrBsAFYMun6yhtnLKRPz,76,r&b
track,Sativa,276960,"Jhené Aiko, Swae Lee",Trip,2017,,https://open.spotify.com/track/2pg2TiYo9Rb8KeB5JjP7jS,76,r&b
